9.37534,-3.3767,105.923,1.64365e-24
-16.444,-19.5136,54.2,5.44216e-25
-24.5277,-24.9169,37.5809,4.73505
-24.6395,-24.9915,37.3518,0.441903
-24.6421,-24.992,37.3489,4.89697
-24.6344,-25.0447,37.3325,1.7404
-24.4134,-24.9452,37.428,1.95548
-24.2469,-24.9133,37.4853,2.15403
-24.1791,-24.9005,37.5094,2.0245
-14.5727,-18.3161,58,0.354445
-18.6601,-20.9318,49.7,0.875752
13.4764,-18.5049,54.2,5.99416e-25
18.1595,-23.1076,38.1496,4.05571
18.4199,-23.3796,37.2125,2.00966
18.4205,-23.3803,37.2107,2.654
18.496,-23.4122,37.1597,2.37883
18.4965,-23.4124,37.1594,0.0288952
18.4965,-23.4124,37.1594,0.00205977
12.3621,-17.4377,58,0.335634
14.796,-19.7686,49.7,0.922618
20.5003,25.089,46.7,2.73689e-25
18.8414,21.3691,54.2,4.50954e-25
22.359,29.0646,38.5417,2.22216
22.3588,29.0648,38.5396,3.03887
23.7507,28.7528,37.8776,1.93708
23.9009,28.7119,37.8353,2.26696
23.9378,28.7,37.8234,1.35461
23.9386,28.6997,37.8231,0.0649929
22.3263,29.3624,38.6514,1.9215
22.2991,29.5942,38.7419,1.99964
22.2804,29.7636,38.8136,2.07968
22.2723,29.8454,38.8475,2.26972
22.2723,29.8454,38.8475,0.00320747
18.0178,19.4623,58,0.354258
19.8168,23.6272,49.7,0.750428
18.1778,-21.1325,54.2,4.55508e-25
22.7939,-28.5207,36.6717,5.47852
22.8085,-28.5428,36.618,0.0733181
22.8106,-28.5441,36.6152,6.07844
19.9345,-23.4873,36.2272,0.00563506
22.6412,-28.4115,36.593,1.9854
22.527,-28.3246,36.5767,2.3425
22.5112,-28.3124,36.5749,0.793996
22.5102,-28.3113,36.5744,0.125866
17.2312,-19.5402,58,0.256612
19.2987,-23.0182,49.7,0.787514
-5.15288,-9.44093,105,1.62115e-24
17.2849,17.5275,54.2,4.64963e-25
25.0313,27.133,36.5006,5.86985
25.3623,27.5614,35.6832,1.47998
25.3641,27.563,35.6823,2.96834
25.3913,27.5401,35.5478,3.24491
25.3937,27.5378,35.5331,0.966937
21.6726,9.69367,30.3601,0.0274671
27.4605,16.8695,34.3408,0.344654
27.8807,15.7643,33.9279,0.219028
28.0314,14.8612,33.2682,0.32642
27.9556,14.7652,32.9742,0.229549
25.1552,27.5519,35.6124,2.02123
25.0134,27.5441,35.5661,2.29596
24.9882,27.5426,35.5596,0.998455
24.9871,27.5425,35.5593,0.0860139
15.6085,15.5196,58,0.291175
19.2703,19.9052,49.7,0.814316
-4.62839,-8.81035,103.813,4.33884e-26
-9.9846,-0.156341,106.626,1.45905e-24
18.3306,-16.7069,54.2,5.48108e-25
26.3446,-21.3396,39.7939,0.402664
26.3447,-21.3391,39.7928,0.9687
22.9078,-25.2088,35.9585,0.0604484
25.0053,-29.7192,36.3332,0.087227
28.349,-23.5061,37.297,2.53126
28.3495,-23.5063,37.2965,0.0453394
26.5757,-21.5788,39.6414,1.96535
26.7635,-21.7676,39.5277,1.87524
26.9085,-21.9157,39.4388,1.93073
27.0147,-22.0201,39.3778,2.23712
27.0419,-22.0465,39.3617,1.31969
27.0428,-22.0475,39.3612,0.115401
16.2703,-15.4939,58,0.352368
20.7705,-18.1433,49.7,1.067
0.0792156,-1.42091,35.8735,5.99033
0.087829,-1.67979,32.6643,5.14075
0.0871956,-1.67995,32.663,1.47049
6.15974,-14.6834,21.9128,0.00776365
0.179027,-1.57887,32.5512,2.13522
0.215296,-1.53857,32.506,1.6839
0.217485,-1.53652,32.5035,0.276369
0.217783,-1.5363,32.5032,0.0072796
0.217929,-1.53604,32.503,0.000672318
0.218156,-1.53584,32.5031,0.0143039
0.286248,0.470077,58,0.329979
0.250314,-0.252924,49.7,0.670799
12.7395,14.2273,54.2,8.28634e-25
25.7695,17.3402,22.9812,0.184996
12.0124,12.6979,58,0.456092
13.5587,15.9502,49.919,0.408808
13.5586,15.9507,49.9183,1.25572
-22.8095,-18.2268,54.2,1.39287e-24
-21.2367,-16.3235,58,0.801472
-24.5478,-20.3304,50,1.20073e-25
-24.6339,-20.4347,49.7918,1.62355
-24.634,-20.4348,49.7916,0.210535
-16.137,19.6086,54.2,4.62162e-25
-21.336,25.2381,38.1585,3.11707
-21.3362,25.2379,38.1568,1.53374
-21.3336,25.2506,38.1609,0.870055
-21.5062,25.3683,37.8991,2.00038
-21.643,25.464,37.6961,1.90543
-21.7481,25.5379,37.5427,2.02495
-21.8112,25.5781,37.4468,2.4425
-21.8135,25.5797,37.443,0.332689
-21.8137,25.5798,37.4427,0.0124945
-21.8137,25.5798,37.4427,0.00153044
-14.9117,18.2644,58,0.275428
-17.588,21.2005,49.7,0.814466
-5.68916,8.20517,110.856,7.39575e-25
25.2195,-20.23,50,2.50717e-24
21.3655,-16.6719,54.2,8.00968e-24
17.7876,-13.3747,58.0798,0.114001
17.7877,-13.3747,58.0795,0.16843
17.8784,-13.4527,58,2.33279
25.2666,-20.2735,49.9487,2.74478
25.2669,-20.2738,49.9485,0.0115128
25.2668,-20.2741,49.9486,0.0278627
25.2668,-20.2741,49.9486,0.00291501
-18.3985,-14.723,54.2,7.1377e-25
-17.7155,-13.5993,58,0.337572
-19.1768,-16.0035,49.8695,0.457516
-19.1768,-16.0032,49.8687,0.978684
-19.14,-16.1319,49.9418,2.99157
-19.1334,-16.1564,49.9583,1.49438
-19.268,-16.1035,49.7957,2.98498
-19.2882,-16.1251,49.7806,1.58215
-16.6979,-22.225,54.2,5.43819e-25
-20.2664,-25.5122,39.9702,0.0444684
-20.2673,-25.5132,39.9687,3.04179
-26.6705,-15.137,35.1213,0.199339
-20.2932,-25.3257,39.8539,1.98035
-20.3109,-25.1953,39.7738,2.29025
-20.3135,-25.1689,39.7579,1.20518
-15.7339,-21.3093,58,0.27999
-9.74777,8.26851,14.2405,0.0275426
-17.8395,-23.3094,49.7,1.02722
