8.05385,5.87354,107.894,5.93427e-24
-19.4103,11.7847,54.2,2.92842e-24
-23.0094,7.73942,39.8046,2.05692
-23.0289,7.67732,39.6761,2.40926
-23.0309,7.66972,39.6604,0.84575
-17.4752,11.3777,58,1.74503
-21.6746,12.2609,49.7537,4.0339
-21.676,12.2618,49.7511,21.9457
-21.6822,12.2377,49.7,0.679953
-22.0846,10.8739,46.7,4.55944e-24
-2.60922,-10.2941,105,6.89327e-24
3.44906,3.59769,37.4164,18.0179
3.57705,3.94488,35.7827,12.4291
3.58318,3.94899,35.757,24.7567
3.58235,3.9488,35.7833,0.52047
3.7595,3.89926,35.8113,2.12797
3.85203,3.8761,35.8263,2.386
1.65781,-0.66162,58,0.93507
-2.34135,-9.68941,102.049,1.92083e-24
2.39237,1.05263,49.7,3.19194
11.9879,19.2593,54.2,5.96209e-24
10.908,18.2195,58,2.92696
13.2081,20.4342,49.906,2.98361
13.2089,20.4343,49.9046,8.80854
13.0571,20.5234,49.9653,4.52177
12.985,20.5645,49.9929,4.36359
-1.67677,8.45228,39.9639,1.48008
-0.927659,1.12861,58,1.74971
-1.42363,1.84418,49.9152,1.59314
-1.34555,1.70156,49.9121,2.94956
-1.32233,1.66312,49.9112,1.45024
-1.3192,1.6584,49.9114,0.43268
-1.31888,1.65828,49.9114,0.035513
-1.42289,1.95448,49.761,2.71989
-1.4289,1.99441,49.7,1.6977
-1.42363,1.84412,49.9138,5.78453
-1.50527,3.98428,46.7,2.49112e-24
-8.83509,-4.58211,108.973,3.50668e-24
17.3707,-12.6609,54.2,2.34208e-24
25.2654,-15.0309,38.0124,16.3091
25.8503,-15.2061,36.8087,11.2198
25.7131,-15.1325,36.7164,2.07922
25.6526,-15.098,36.674,2.15848
25.8566,-15.2109,36.8013,17.2669
15.5365,-12.0986,58,1.40588
19.5427,-13.3268,49.7,4.28931
-0.767448,50,58.2515,1.97933e-24
-18.6948,5.01079,46.9914,3.81013e-24
-16.3879,5.09104,43.7062,1.59665e-24
-17.4,11.5501,54.2,2.08116e-24
-5.0808,41.0084,56.2,2.47869e-24
-18.8035,-14.6112,39.9798,1.41993
-18.8034,-14.6164,39.9782,0.3815
-14.9488,0.223773,39.8612,1.97637
-14.9069,0.0982462,39.7644,2.18961
-14.8937,0.061996,39.7364,1.56696
-18.7006,3.9744,46.621,4.106e-24
-18.7503,-5.00209,43.4134,3.99316e-24
-16.0966,4.1058,42.9279,1.66992e-24
-15.5622,2.29825,41.5,2.14555e-24
-4.36527,42.5,56.5403,4.21764e-25
-16.3369,10.5438,58,1.17225
-18.6468,12.7303,49.7436,3.26938
-18.6486,12.7301,49.74,24.3853
-18.6529,12.5909,49.7,2.71884
-18.6312,12.6783,49.7,0.826459
-18.1167,13.8338,50,3.59334
-10.3372,30.0509,53.7,8.99172e-25
-18.6892,6.02233,47.3528,2.04228e-23
-17.5084,8.88071,46.7,3.79533e-24
-18.7559,-6.0215,43.0492,3.99645e-24
15.76,11.09,50,4.82553e-24
15.8857,11.4482,50.3668,1.63756e-23
14.2968,10.3846,54.2,9.65107e-24
17.0977,15.8409,56.2,8.92841e-23
13.6,10.0487,56.2,1.78545e-23
17.4718,17.1969,58.0008,0.0973669
15.7941,11.1064,49.9021,5.08648
15.8092,11.1712,49.9989,3.27926
15.8095,11.172,50,0.138394
15.7945,11.1065,49.9009,3.70728
9.49649,2.97733,109.567,3.76172e-24
-13.6116,-20.6205,54.2,3.1459e-24
-19.6806,-26.8156,39.7294,2.93106
-19.7093,-26.8309,39.6911,18.8865
-19.6588,-26.8299,39.5936,9.6934
-19.6568,-26.8318,39.5796,2.64567
-19.6701,-26.8194,39.7203,2.67376
-19.3642,-28.0702,39.3725,0.388668
-12.0116,-18.9966,58,1.80619
-15.5065,-22.5436,49.7,5.62083
-18.5933,25.3956,50,8.87638e-25
-16.7186,23.8324,54.2,1.77528e-24
-15.0225,22.4181,58,1.15205
-18.6939,25.4794,49.7747,2.22633
-18.8227,25.5862,49.7408,3.04708
-18.8626,25.6199,49.7343,2.11556
-18.8627,25.6199,49.7343,0.00433329
-18.6982,25.4827,49.7684,47.5299
-18.7036,25.2229,49.8629,3.6419
-18.7066,25.0277,49.9267,3.73405
-18.7189,24.9056,49.9642,3.97783
-18.7221,24.8941,49.9664,0.985126
16.0789,-11.4616,54.2,1.75628e-24
22.6211,-16.3235,36.4356,22.3118
23.6846,-17.0805,33.5833,20.0685
23.9611,-17.2714,32.8319,5.61202
24.002,-17.2998,32.7982,20.982
23.972,-17.2839,32.7987,11.767
23.9411,-17.2731,32.829,0.841171
23.9399,-17.2731,32.8289,0.0844482
23.9399,-17.2731,32.8289,0.00105878
14.1895,-10.0329,59.3013,5.23715e-25
14.6755,-10.3962,58,1.05741
17.7409,-12.7233,49.7,3.26568
-14.9657,-20.8803,54.2,2.24955e-24
-17.8202,-26.7161,39.6046,2.97468
-17.8229,-26.7175,39.5878,18.7653
-17.6661,-26.7688,39.5438,2.13522
-17.6078,-26.7889,39.5222,1.89365
-17.6646,-27.4169,39.612,3.26513
-17.5384,-27.9798,39.6208,3.04943
-17.4619,-28.4346,39.6244,2.88815
-17.4019,-28.7959,39.625,2.73477
-17.3567,-29.0808,39.6257,2.59386
-17.3191,-29.3014,39.6326,2.44426
-17.294,-29.4635,39.6357,3.16677
-17.2865,-29.5032,39.6382,1.85038
-14.236,-19.3579,58,1.39282
-15.8297,-22.6832,49.7,4.08768
-13.0283,-16.866,54.2,1.85186e-24
-18.2585,-23.8088,37.4608,16.6479
-18.2631,-23.8285,37.442,25.215
-18.4839,-23.8534,37.3041,1.85219
-18.6584,-23.8847,37.1808,1.96092
-18.7779,-23.9189,37.1008,2.31573
-18.7972,-23.9261,37.0886,0.884412
-18.7987,-23.9267,37.0877,0.144851
-18.9851,-21.6113,37.4429,4.25214
-19.5825,-19.859,37.4266,3.76737
-20.0705,-18.4581,37.4156,3.41419
-20.4588,-17.3382,37.4108,2.9893
-20.7543,-16.4328,37.4286,2.67904
-20.9924,-15.704,37.4425,2.42626
-21.1882,-15.1181,37.4375,2.30418
-21.3329,-14.6476,37.4355,2.16333
-21.4036,-14.263,37.4145,1.9244
-21.4664,-13.9562,37.408,1.82687
-21.5196,-13.7137,37.4023,1.85637
-21.5655,-13.5321,37.3916,2.03642
-21.5907,-13.438,37.3866,2.39332
-21.5908,-13.4379,37.3866,0.00684002
-11.8201,-15.297,58,1.12696
-14.4592,-18.7241,49.7,3.24314
