10256,127,15.1451,-21.3547,49.2,0.93387
10256,127,19.8615,-27.7296,37.5545,5.39143
10256,127,20.1934,-28.2328,36.6843,1.75222
10256,127,20.1926,-28.2396,36.6758,5.49085
10256,127,20.1931,-28.2231,36.6825,1.97358
10256,127,20.2602,-28.246,36.6849,1.9403
10256,127,20.2842,-28.3721,36.7015,2.21377
10256,127,20.3113,-28.4149,36.7071,1.51394
10256,127,20.3122,-28.4161,36.7073,0.113971
10256,127,20.3122,-28.4162,36.7073,0.00321923
10256,127,11.668,-16.5307,58,0.310444
1962,32,16.7908,16.7872,58,0.324775
1962,32,20.8931,19.4481,49.2,0.999919
1962,32,26.0653,22.7324,38.1781,4.79951
1962,32,26.3415,22.9114,37.6038,1.16562
1962,32,26.3421,22.9123,37.6029,1.48206
1962,32,26.3168,22.9712,37.5316,2.39242
7029,107,-20.9381,-18.1139,49.2,1.03918
7029,107,-24.0513,-21.1688,40.0405,1.26641
7029,107,-24.0516,-21.1706,40.0376,4.2008
7029,107,-24.1095,-21.1509,40.1472,2.47179
7029,107,-24.1118,-21.1502,40.1511,0.33993
7029,107,-24.0672,-21.042,39.9454,2.28505
7029,107,-24.0721,-21.0129,39.9229,1.34094
7029,107,-24.0721,-21.0128,39.9228,0.00561985
7029,107,-17.8556,-15.2087,58,0.300264
11003,29,14.466,17.3911,58,0.405421
11003,29,18.7344,20.2388,49.2606,1.16558
11003,29,18.7345,20.2387,49.2597,0.811228
11003,29,18.8,20.2902,49.2089,3.10591
11003,29,18.7408,20.2888,49.3552,3.28733
11003,29,-9.95257,0.48161,105.874,2.89835e-24
19176,105,-6.67531,8.27848,105.2,6.86467e-24
10999,171,-31.9134,14.2568,46.0668,4.00365e-25
10999,171,-37,13.2533,44.1304,3.45599e-25
10999,171,-30.5688,14.522,46.5787,3.52348e-25
10999,171,10.0841,2.18611,105.2,2.38098e-24
10999,171,-17.9252,13.8434,58,0.343458
10999,171,-29.0197,14.8276,47.1684,1.57218e-24
10999,171,-23.1439,15.9868,49.397,0.375363
10999,171,-23.6831,15.8803,49.2,2.13445
10999,171,-23.1434,15.9872,49.3965,0.622868
4039,83,-18.6174,23.4407,38.4534,4.53271
4039,83,-18.7335,23.5848,38.0905,0.71558
4039,83,-18.7343,23.5845,38.0889,2.38055
4039,83,-25.6285,22.8512,39.2095,0.0697225
4039,83,-33.7257,1.86872,33.3635,0.29248
4039,83,-33.9431,2.22512,33.2422,0.0870481
4039,83,-33.9803,2.57228,33.1162,0.0754191
4039,83,-33.8111,2.84442,33.426,0.101222
4039,83,-33.5938,2.96209,33.5582,0.212021
4039,83,-18.5746,23.731,38.0505,2.03156
4039,83,-18.4692,23.8325,38.0192,2.26361
4039,83,-18.4504,23.8516,38.0132,0.995016
4039,83,-18.4493,23.8528,38.0129,0.0922321
4039,83,-18.449,23.8533,38.0128,0.0234442
4039,83,-18.4489,23.8535,38.0127,0.0026774
4039,83,-18.4487,23.8535,38.0127,0.00184817
4039,83,-18.4488,23.8534,38.0127,0.0067768
4039,83,-12.1864,16.2253,58,0.330304
4039,83,-15.0479,19.3447,49.2,1.0009
7985,60,10.5209,14.2136,58,0.26454
7985,60,12.7327,18.1337,49.2,0.835174
7985,60,-2.48269,-9.64654,111.826,9.29726e-26
7985,60,15.4159,23.0576,37.9101,5.04422
7985,60,15.8984,24.0722,35.6964,4.34216
7985,60,16.2701,24.8983,33.9213,3.95614
7985,60,16.5667,25.5718,32.509,3.62852
7985,60,16.5735,25.5884,32.4748,0.105164
7985,60,16.5729,25.5886,32.4743,0.369216
12014,41,20.7731,-21.1842,49.2971,0.595687
12014,41,20.7737,-21.1845,49.2968,0.568748
12014,41,20.7228,-21.2101,49.2998,2.19296
12014,41,20.7227,-21.2103,49.2998,0.0223276
12014,41,20.7227,-21.2103,49.2998,0.00233686
12014,41,17.2798,-17.779,58,0.320907
12781,146,-18.6088,22.1441,37.9492,4.95816
12781,146,-19.1475,22.8635,36.1593,3.61709
12781,146,-19.148,22.8645,36.1587,0.585651
12781,146,-6.69734,26.9225,26.8535,0.280361
12781,146,-19.2111,22.8653,36.0883,2.36803
12781,146,-19.0966,22.8768,35.8713,1.97866
12781,146,-19.0544,22.8903,35.6506,1.95239
12781,146,-19.0232,22.898,35.4943,2.21445
12781,146,-19.016,22.9004,35.4544,1.42285
12781,146,-12.9037,14.3504,58,0.317384
12781,146,-15.3965,17.7651,49.2,0.734433
2301,47,16.1718,14.6022,58,0.262933
2301,47,20.5089,16.9739,49.2,0.981735
2301,47,-9.98538,-0.148452,110.876,3.20712e-25
2301,47,25.1888,19.3859,39.667,1.77869
2301,47,25.1891,19.3852,39.6659,1.56149
16413,18,20.9732,-17.6476,49.2,0.888262
16413,18,25.1777,-21.1926,38.0095,4.87953
16413,18,25.9983,-21.8779,35.8647,4.32851
16413,18,26.4038,-22.1927,34.838,2.14484
16413,18,26.405,-22.1927,34.8367,2.54763
16413,18,26.4052,-22.1997,34.8495,0.714807
16413,18,17.7249,-14.8785,58,0.344579
1073,169,-18.8077,-16.7699,49.4641,0.170283
1073,169,-18.8081,-16.7704,49.4635,0.989731
1073,169,-18.8946,-16.7982,49.463,2.97701
1073,169,-18.6444,-16.6071,49.3675,2.62956
1073,169,-18.5237,-16.4841,49.2973,2.76685
1073,169,-18.4662,-16.4232,49.2592,2.98843
1073,169,-15.1195,-13.8386,58,0.349179
4543,179,17.4916,14.3632,58,0.278376
4543,179,19.8937,18.1287,49.2,0.797153
4543,179,22.6198,22.4708,39.3301,2.1597
4543,179,22.6201,22.4724,39.327,4.34648
4543,179,22.633,22.5071,39.1942,2.38309
4543,179,22.6349,22.5111,39.1785,0.585523
4543,179,22.6351,22.5118,39.1759,0.22166
4543,179,22.6334,22.5822,39.4419,2.22428
4543,179,22.6378,22.6098,39.4689,1.38403
8386,52,-10.1434,-0.764288,105.2,1.82195e-24
8386,52,17.3094,-13.1779,49.2,0.934211
8386,52,22.8942,-15.6511,38.3336,4.41482
8386,52,22.8953,-15.651,38.3319,2.837
8386,52,32.1393,-16.8292,34.648,1.03818
8386,52,22.7131,-15.7381,38.3336,2.10473
8386,52,22.6069,-15.7908,38.3303,2.47518
