-14.3887,-17.8666,43,0.031789
-20.2816,-22.655,34.9199,0.0519884
-20.353,-22.714,34.8627,0.0363575
-20.4523,-22.7856,34.8238,0.043347
-20.5306,-22.8725,34.7484,0.0357542
-20.5996,-22.9353,34.7,0.0245144
-30.6459,-21.3074,33.7004,3.02338e-26
-29.499,-21.4933,33.8145,1.75189e-25
-17.1573,-20.1051,39.2,7.34713e-26
-17.5948,-12.3982,43,0.028058
-20.3946,-13.2053,34.7,0.0791541
-21.6922,-11.9564,31.7,3.25828e-27
-24.6324,-9.10487,24.7526,0.213202
-24.6325,-8.91051,24.6064,0.131666
-24.7301,-8.70737,24.4025,0.220329
-24.9309,-8.52511,24.3312,0.230279
-25,-8.4662,24.3195,0.0827114
-18.8766,-12.7677,39.2,5.92702e-26
40.5878,-50,43.776,2.47934e-25
29.8261,-34.1379,38.7,2.21364e-25
15.2147,-17.9358,43.0051,0.027509
15.219,-17.9389,43,0.00165645
35.4994,-42.5,41.3759,1.9472e-26
18.1658,-19.9288,39.2,7.41965e-26
35.1264,-41.9502,41.2,2.21364e-25
24.1018,-25.7006,36,8.61492e-26
21.4865,-22.1737,34.9429,0.0686987
21.5579,-22.2143,34.8905,0.0299989
21.6525,-22.2638,34.8681,0.0357135
21.7453,-22.3044,34.8774,0.0240445
21.8165,-22.3602,34.9066,0.029316
21.8758,-22.4183,34.9436,0.0297086
21.9462,-22.5102,34.9813,0.0386932
21.9817,-22.5757,35,0.034134
-10.478,-9.5788,93.8,2.0872e-25
-33.8846,50,41.7698,1.40502e-25
-30.7577,42.5,36.9778,1.46181e-26
-32.0772,45.665,39,8.96108e-26
-11.0476,-8.43928,91.3,5.96342e-26
-25.1546,29.0607,28.3909,3.1076e-26
-23.1064,17.3046,34.8432,0.0532989
-23.1331,17.3769,34.7,0.0583532
-22.862,23.6656,24.9615,0.0462124
-22.9037,23.6878,24.9794,0.0266202
-22.9292,23.729,24.9878,0.0270395
-22.942,23.7536,25,0.0150807
-25.4837,29.8501,28.8953,2.65429e-26
-27.8359,35.4918,32.5,6.9984e-26
-22.0513,13.5762,43,0.0385638
-22.5259,15.3119,39.2,5.88169e-26
-12.9056,-3.5612,93.8,2.1191e-25
-13.0677,-4.19172,91.3,6.05457e-26
-16.1986,-16.3733,43,0.0310883
-16.5977,-18.7587,34.7,0.108439
-19.1118,-19.2125,24.328,0.734678
-19.1084,-19.0597,23.7234,0.517763
-19.1988,-19.1411,23.5284,1.14396
-19.202,-19.1422,23.5248,0.10156
-16.3813,-17.4654,39.2,6.10064e-26
-16.9054,-17.8809,43,0.0329094
-18.2954,-20.6888,34.7,0.147349
-19.7075,-24.464,24.7141,0.241463
-19.754,-24.366,24.4642,0.200464
-19.8272,-24.252,24.2291,0.243677
-19.854,-24.2092,24.1393,0.113336
-19.9026,-24.1799,23.9924,0.181231
-19.9771,-24.1537,23.8731,0.899609
-20.3942,-22.7829,21.28,0.050303
-20.3878,-22.7798,21.2673,0.197571
-19.7847,-24.2758,24.3573,0.0018646
-19.7843,-24.276,24.3563,0.0392957
-17.5418,-19.1665,39.2,6.02984e-26
-5.76473,-12.022,93.8,2.19125e-25
-4.86281,-12.0218,91.5784,5.38919e-26
14.8591,-12.0173,43,0.0262847
21.4564,-12.5403,24.9026,0.0680149
21.5154,-12.5162,24.514,0.250267
21.4585,-12.4997,24.0214,0.376129
21.2365,-12.3313,23.5214,0.776162
20.9124,-12.5248,22.784,0.62784
21.3598,-12.6412,23.0644,0.476343
21.4019,-12.6539,23.1008,0.481638
21.6147,-12.6653,24.2345,0.007947
21.6151,-12.6644,24.234,0.0405004
16.3536,-11.9623,39.2,6.23184e-26
18.1233,-11.8971,34.7,0.116828
45.9668,-50,47.0358,3.18462e-25
35.9796,-40.2734,38.7,1.0617e-25
15.0934,-13.8931,43,0.030867
19.0719,-24.0952,24.835,0.103288
19.2316,-24.1511,24.7104,0.135939
19.3901,-24.1548,24.8158,0.126316
19.5179,-24.2521,24.9597,0.160099
19.5653,-24.2877,25,0.0384793
25.3651,-29.9361,29.8408,3.23602e-26
28.5512,-33.039,32.5,2.71946e-26
15.9958,-15.9446,39.2,6.41321e-26
38.2658,-42.5,40.6082,7.4754e-26
24.6348,-29.2248,29.2312,3.40301e-26
