3912,198,0.554797,2.42998,58,0.10368
3912,198,-0.552057,-4.25413,48.9772,0.0094555
3912,198,-0.524319,-4.26519,48.9559,0.0136511
3912,198,-0.501264,-4.27073,48.9403,0.0129457
3912,198,-0.476148,-4.28275,48.9109,0.0151372
3912,198,-0.425407,-4.30003,48.8943,0.0141703
3912,198,-0.371463,-4.32796,48.885,0.0344547
3912,198,-0.318027,-4.3672,48.8893,0.0422178
3912,198,-0.274344,-4.40972,48.8743,0.0312704
3912,198,-0.235279,-4.44001,48.8224,0.0312149
3912,198,-0.183157,-4.47973,48.7656,0.0444701
3912,198,-0.0885307,-4.4371,48.6759,0.0656223
3912,198,-0.0731127,-4.46023,48.5838,0.232911
3912,198,-8.24909,-6.15735,107.629,0.325765
3912,198,-8.58532,-5.91497,106.765,0.420106
3912,198,-9.62899,-5.6433,106.512,0.63533
3912,198,-8.85288,-5.35386,106.053,0.349625
3912,198,-8.53151,-5.15007,105.851,0.15603
3912,198,-2.10536,-4.2937,50.604,0.03073
3912,198,-2.17724,-4.299,50.5199,0.0362877
3912,198,-2.22319,-4.343,50.4064,0.0422444
3912,198,-2.2834,-4.44853,50.2727,0.0757761
3912,198,-2.23393,-4.57494,50.0537,0.0817945
3912,198,-2.0962,-4.63278,49.9461,0.0526287
3912,198,-2.02396,-4.68963,49.8523,0.037843
3912,198,-1.93269,-4.69189,49.7685,0.0721576
3912,198,-1.87266,-4.69398,49.7,0.0330309
3912,198,-1.1589,-4.3033,49.4614,0.0238786
3912,198,-1.10367,-4.2848,49.4515,0.0196228
3912,198,-1.05016,-4.27508,49.4207,0.0169566
3912,198,-0.99755,-4.26263,49.3868,0.0257753
3912,198,-0.950844,-4.23774,49.3455,0.0160244
3912,198,-0.882527,-4.20374,49.3082,0.0198128
3912,198,-0.825438,-4.18863,49.2652,0.0445892
3912,198,-0.77281,-4.18523,49.2318,0.0178354
3912,198,-0.715036,-4.18969,49.2005,0.0239644
3912,198,-0.714666,-4.18982,49.2,2.92155e-05
1036,142,-10.0388,-8.99458,52.5827,0.000993366
1036,142,-10.0371,-8.99198,52.5809,0.00134839
1036,142,-10.0356,-8.98946,52.5788,0.00193351
1036,142,-10.034,-8.98539,52.5756,0.00260459
1036,142,-10.0305,-8.98116,52.5705,0.00376918
1036,142,-10.0292,-8.97406,52.5632,0.00589161
1036,142,-10.0293,-8.96981,52.5485,0.0225996
1036,142,-10.0271,-8.96976,52.5372,0.0370835
1036,142,14.7912,-4.02249,109.136,1.71819
1036,142,11.9968,-5.01368,107.341,1.61923
1036,142,9.80894,-4.61919,106.411,1.34584
1036,142,9.03713,-4.20411,106.833,0.451477
1036,142,-17.7232,-16.1375,58.0205,0.062216
1036,142,-17.732,-16.1328,58,0.00489986
1036,142,-13.2672,-14.3849,58.0024,0.000977631
1036,142,-13.2633,-14.3864,58.0053,0.00243363
1036,142,-13.2589,-14.3861,58.0076,0.0026152
1036,142,-13.255,-14.3856,58.0104,0.00235311
1036,142,-13.2502,-14.3863,58.0143,0.00318336
1036,142,-13.2457,-14.3895,58.0201,0.00400761
1036,142,-13.237,-14.3914,58.0245,0.00734595
1036,142,-13.2259,-14.3984,58.0282,0.00880027
1036,142,-13.2143,-14.401,58.0179,0.00892045
1036,142,-13.2128,-14.3954,58.0104,0.008349
1036,142,-13.2129,-14.3911,58.0065,0.00462198
1036,142,-13.2122,-14.3877,58.0032,0.00298166
1036,142,-13.2106,-14.3844,58.0001,0.00190685
1036,142,-23.3809,-13.2344,48.9605,0.0235017
1036,142,-23.3912,-13.2839,48.9209,0.0399617
1036,142,-23.4115,-13.3021,48.8755,0.0202683
1036,142,-23.4421,-13.3577,48.8318,0.0294497
1036,142,-23.4998,-13.4431,48.8391,0.0335485
1036,142,-23.544,-13.5259,48.826,0.0320016
1036,142,-23.4613,-13.512,48.8108,0.0273197
1036,142,-23.3527,-13.523,48.7715,0.0507769
1036,142,-23.3132,-13.5448,48.8068,0.0248372
1036,142,-23.2814,-13.5616,48.837,0.015198
1036,142,-23.2662,-13.5724,48.8574,0.00474284
1036,142,-22.7793,-12.9187,49.4215,0.0263565
1036,142,-22.8419,-12.9013,49.3785,0.0265644
1036,142,-22.9188,-12.8776,49.3576,0.0222628
1036,142,-22.9986,-12.8748,49.3333,0.0319727
1036,142,-23.0595,-12.8965,49.2859,0.0230097
1036,142,-23.11,-12.936,49.2402,0.0183298
1036,142,-23.1634,-12.9799,49.2014,0.0238406
1036,142,-23.1649,-12.9816,49.2,3.79306e-05
1036,142,-22.8252,-13.7209,49.2159,0.0093508
1036,142,-22.8144,-13.7202,49.2372,0.0115353
1036,142,-22.8093,-13.7187,49.2607,0.00902373
1036,142,-22.803,-13.7303,49.2927,0.0116243
1036,142,-22.7894,-13.7609,49.3376,0.0167612
1036,142,-22.8151,-13.7989,49.3698,0.0192077
1036,142,-22.8545,-13.8267,49.4095,0.0362759
1036,142,-22.8917,-13.8338,49.4496,0.0237716
1036,142,-22.9251,-13.8243,49.4493,0.0190951
1036,142,-22.9506,-13.8268,49.4568,0.0557817
1036,142,-22.9663,-13.8352,49.4794,0.0126199
1036,142,-22.9672,-13.8449,49.4987,0.0127481
1036,142,-22.966,-13.8448,49.5,0.000150379
116,178,-45.7906,-12.919,35.4151,0.133955
116,178,-46.1122,-12.8383,35.3699,0.103018
116,178,-46.3566,-12.5834,35.2105,0.11633
116,178,-46.4932,-12.2661,34.9732,0.152309
116,178,-46.5939,-11.9663,34.8712,0.161027
116,178,-46.5928,-11.6311,34.9045,0.204345
116,178,-46.6007,-11.3061,34.9324,0.0964549
116,178,-46.4318,-11.0093,34.8285,0.135406
116,178,-46.2782,-10.9608,34.4512,0.149265
116,178,-46.3702,-10.7328,34.0081,0.252002
116,178,-46.6003,-10.5213,33.8061,0.562969
116,178,-28.1087,-12.3916,41.1,0.516608
116,178,-33.5717,-12.5377,39.8825,0.70345
116,178,-34.5,-12.5924,39.69,0.13996
116,178,-17.1901,-10.9037,58,0.165347
116,178,-21.4526,-11.7825,47.91,0.196412
116,178,-22.7396,-11.255,46,0.946287
116,178,-20.684,-12.0895,49.2,0.14937
3405,35,8.05861,-8.89314,111.3,0.307566
3405,35,8.04467,-8.68047,110.7,0.278457
3405,35,7.92027,-8.28641,109.933,0.367364
3405,35,7.63637,-7.77141,109.236,0.322313
3405,35,7.15694,-7.14922,109.106,0.329527
3405,35,7.10395,-7.031,109.12,0.039271
3405,35,-6.76167,7.58482,107.033,0.0658174
3405,35,-6.92545,7.61488,106.921,0.128697
3405,35,-7.02549,7.63835,106.771,0.0726614
3405,35,-7.17547,7.5802,106.605,0.127036
3405,35,-7.3155,7.42214,106.452,0.0764399
3405,35,-7.39636,7.18316,106.406,0.0897162
3405,35,-7.40447,6.99453,106.394,0.0656256
3405,35,-7.38834,6.81527,106.41,0.0497453
3405,35,-7.43694,6.66173,106.302,0.10642
3405,35,-7.41833,6.64793,106.268,0.0170228
3405,35,8.04169,-8.676,110.673,0.0015499
3405,35,8.04161,-8.67597,110.673,0.00446469
3405,35,23.8238,-21.4001,49.4752,0.0108937
3405,35,23.8337,-21.4222,49.4516,0.00987666
3405,35,23.8462,-21.4332,49.4307,0.0104139
3405,35,23.8544,-21.4529,49.404,0.012938
3405,35,23.871,-21.4661,49.3606,0.0228381
3405,35,23.8599,-21.4784,49.2806,0.0342293
3405,35,23.8514,-21.4623,49.2393,0.0247778
3405,35,23.8586,-21.445,49.2223,0.0068505
3405,35,23.8698,-21.4266,49.21,0.0101383
3405,35,23.8723,-21.4134,49.2,0.0067191
3405,35,24.0964,-17.8749,49.2026,0.00158492
3405,35,24.0936,-17.8734,49.2041,0.00260274
3405,35,24.091,-17.8722,49.2054,0.00109047
3405,35,24.089,-17.8706,49.2065,0.00439469
3405,35,24.0857,-17.8684,49.2066,0.00275419
3405,35,24.0825,-17.8674,49.2053,0.00265425
3405,35,24.0788,-17.8672,49.2043,0.00318809
3405,35,24.0756,-17.8672,49.2037,0.000833494
3405,35,24.072,-17.8677,49.2036,0.0015615
3405,35,24.0728,-17.8703,49.202,0.00429187
3405,35,24.0729,-17.8713,49.2,0.00184003
3405,35,23.8144,-17.146,40.6948,0.00131388
3405,35,23.8157,-17.1459,40.6895,0.00263411
3405,35,23.8162,-17.1445,40.6827,0.00329859
3405,35,23.8158,-17.1408,40.6722,0.00404183
3405,35,23.8197,-17.1349,40.6579,0.0068978
3405,35,23.8283,-17.1512,40.6587,0.00905702
3405,35,23.8468,-17.1687,40.6599,0.0521007
3405,35,24.6217,-19.8113,48.5832,0.00499702
3405,35,24.628,-19.8025,48.5782,0.00361297
3405,35,24.6331,-19.7928,48.5731,0.00810611
3405,35,24.634,-19.7806,48.5727,0.00278958
3405,35,24.6361,-19.7711,48.5742,0.00490505
3405,35,24.6369,-19.7602,48.5735,0.00415837
3405,35,24.637,-19.7587,48.5734,0.000588438
3405,35,24.8094,-18.804,48.4614,0.0045052
3405,35,24.8107,-18.7957,48.4614,0.00401919
3405,35,24.8154,-18.7882,48.4632,0.00242434
3405,35,24.8192,-18.7801,48.4645,0.0032348
3405,35,24.8242,-18.7719,48.466,0.00273295
3405,35,24.8285,-18.7646,48.4704,0.00574855
3405,35,24.8359,-18.7617,48.473,0.00724585
3405,35,24.8479,-18.7543,48.4746,0.00376249
3405,35,24.8492,-18.7428,48.4577,0.0107015
3405,35,24.8319,-18.7484,48.4552,0.00624243
3405,35,24.8276,-18.7569,48.458,0.00461319
3405,35,24.8258,-18.7648,48.4605,0.00357986
3405,35,24.8249,-18.7725,48.4656,0.00741056
3405,35,24.8224,-18.7733,48.4733,0.00487261
3405,35,24.8204,-18.7748,48.4816,0.0247747
3405,35,24.8174,-18.7787,48.4882,0.00456337
3405,35,24.8128,-18.7798,48.4946,0.00287114
3405,35,24.8113,-18.7794,48.4956,0.000521974
3405,35,21.5039,-14.7347,56.2774,0.0137085
3405,35,21.5367,-14.7411,56.2813,0.00530912
3405,35,21.5817,-14.7358,56.2794,0.0140685
3405,35,21.6281,-14.7464,56.2632,0.0244473
3405,35,21.6569,-14.7651,56.2548,0.01537
3405,35,21.6693,-14.7898,56.2445,0.0183247
3405,35,21.683,-14.8141,56.2305,0.0109635
3405,35,21.705,-14.8343,56.219,0.00670758
3405,35,21.7265,-14.8596,56.2005,0.0158451
3405,35,21.7267,-14.8601,56.2,0.000916634
3405,35,18.0151,-13.0994,58.0589,0.0160337
3405,35,18.0355,-13.1366,58.0241,0.159113
3405,35,18.052,-13.1582,58,0.00713096
1595,32,-36.4888,13.655,41.1494,0.01901
1595,32,-36.513,13.7166,41.1884,0.0474342
1595,32,-36.5168,13.7765,41.2296,0.0291079
1595,32,-36.5163,13.818,41.2928,0.0264139
1595,32,-36.5136,13.9065,41.3643,0.0420763
1595,32,-36.4499,13.9984,41.4757,0.0909004
1595,32,-36.407,13.9613,41.6738,0.0818389
1595,32,-36.3317,13.9939,41.9758,0.383209
1595,32,-36.3855,14.0572,41.9704,0.212754
1595,32,9.5516,-4.64171,108.084,1.78532
1595,32,8.7716,-4.70089,107.217,0.714316
1595,32,-27.0763,14.5936,36.9814,0.841936
1595,32,-30.385,13.5649,34.6949,0.587791
1595,32,-33.3671,11.9823,34.0419,0.500285
1595,32,-34.3561,10.7604,36.1803,0.55199
1595,32,-34.5,10.8597,36.4323,0.047948
1595,32,-14.4323,10.8169,58,0.16546
1595,32,-18.6277,12.9298,49.2,0.0971597
592,37,11.2927,12.6892,58.0158,0.150661
592,37,11.3027,12.6927,58,0.00305317
592,37,18.0061,16.0344,49.4584,0.0310402
592,37,18.0638,16.0316,49.4269,0.0185459
592,37,18.1017,15.9946,49.3902,0.0269198
592,37,18.1292,15.9415,49.3556,0.0228537
592,37,18.161,15.858,49.3393,0.0326066
592,37,18.1973,15.7955,49.3634,0.0404213
592,37,18.2643,15.7731,49.3968,0.0247687
592,37,18.3138,15.7887,49.4352,0.0140899
592,37,18.3334,15.8366,49.4535,0.0164372
592,37,18.3602,15.8856,49.4698,0.0181216
592,37,18.3978,15.9297,49.4955,0.0180575
592,37,18.4085,15.9386,49.5,0.00483294
592,37,28.7274,23.5925,52.6593,0.0137059
592,37,28.7997,23.64,52.7,0.0175042
592,37,28.8746,23.6761,52.7576,0.0156667
592,37,28.9908,23.7011,52.8323,0.0225343
592,37,29.162,23.6294,52.9053,0.04939
592,37,29.3758,23.7081,52.9858,0.0509349
592,37,29.4946,23.8922,53.0249,0.0547738
592,37,29.6553,24.0196,52.9911,0.0592027
592,37,29.8136,24.1175,52.9768,0.186451
