11957,-2.87506,9.52958,93.8,1.96223e-24
11957,-24.1635,-22.9656,24.3369,5.55929
11957,-24.3129,-23.209,23.8019,5.09567
11957,-24.402,-23.3349,23.5005,3.05263
11957,-24.4021,-23.335,23.4999,1.71345
11957,-24.4163,-23.345,23.5087,1.63962
11957,-24.4165,-23.3453,23.5088,0.0827373
11957,-18.4194,-14.1559,43,0.42978
11957,-20.9088,-18.0591,34.7,0.981453
62534,11.4562,-8.93743,91.3,4.87254e-25
62534,-0.679433,-2.21034,43,0.255222
62534,12.0844,-9.28562,93.8,1.70539e-24
62534,-5.08322,0.264759,24.8438,1.09064
62534,-5.08322,0.264761,24.8438,0.212873
62534,2.74482,4.75556,24.6151,0.00803055
62534,7.07023,9.42676,23.4406,0.186062
62534,-2.72816,-1.08302,34.7,0.756768
3980,16.2513,18.4039,34.7,0.76399
3980,14.9133,16.8607,43,0.222162
3980,6.67541,7.8585,93.8,2.995e-25
3980,17.7825,20.2584,24.3998,3.50444
3980,17.841,20.2489,24.1554,1.3762
3980,17.841,20.2489,24.1553,0.568937
3980,17.2131,24.1524,24.824,0.010331
3980,17.2149,24.155,24.8244,0.078258
3980,17.3537,20.0727,24.3856,0.0241843
3980,16.8707,22.507,23.2362,0.621866
3980,16.8508,22.7717,23.1674,1.17541
3980,16.82,22.8002,23.1196,0.517568
3980,17.8215,20.2939,24.0189,4.74363
3980,17.8199,20.3017,23.9986,1.80721
3980,17.82,20.3018,23.9984,0.0611561
3980,17.7824,20.2585,24.3998,0.169528
12750,16.327,-13.603,34.7,0.746077
12750,13.1367,-12.1474,43,0.344711
12750,20.1933,-15.4126,24.5018,3.00967
12750,20.1933,-15.4126,24.5018,0.286216
12750,20.1789,-15.6229,24.4203,3.94604
12750,20.1528,-15.7779,24.3754,4.4771
12750,20.1446,-15.8235,24.3607,3.06268
12750,20.1447,-15.8236,24.3608,0.0469367
12750,20.1447,-15.8236,24.3608,0.004089
27723,9.19642,-4.79723,93.8,1.67623e-24
27723,-19.1619,-19.8062,24.1359,6.3316
27723,-19.4451,-19.9507,23.4566,5.2886
27723,-19.5014,-19.9798,23.3222,1.15746
27723,-19.5014,-19.9798,23.3222,0.190811
27723,-19.8133,-20.5806,23.0832,0.00522709
27723,-18.1304,-21.4766,22.4373,0.00581687
27723,3.20766,19.4699,22.8642,0.00252002
27723,-18.5264,-17.5492,20.3049,0.119407
27723,-11.549,-15.6829,43,0.237899
27723,-14.9304,-17.4899,34.7,0.72016
39836,9.16644,10.4714,91.3,4.08522e-25
39836,17.1187,12.2452,34.7,0.707788
39836,15.9979,11.9279,43,0.214356
39836,8.81284,10.396,93.8,1.42983e-24
39836,18.5317,12.6708,24.2237,4.56923
39836,18.5317,12.6708,24.2236,0.36034
39836,17.6796,5.99305,23.1006,0.0358875
39836,18.5783,12.4583,23.9958,0.0227506
39836,18.5385,12.6699,24.3065,4.30147
39836,18.5384,12.6699,24.3066,0.0329129
39836,18.595,12.6215,24.1371,4.88362
39836,18.5976,12.6198,24.1348,0.566787
44190,22.4463,17.4059,34.7,1.15125
44190,20.5949,15.6005,43,0.346851
44190,9.14633,4.44232,93.8,2.094e-25
44190,24.7114,19.628,24.4467,4.61466
44190,24.7911,19.6909,24.0945,3.31985
44190,24.7911,19.6909,24.0945,0.0396665
44190,24.8697,20.973,23.838,0.00130674
44190,24.6948,19.7136,24.389,0.0843188
44190,24.6685,19.6945,24.5274,0.0910909
44190,24.677,19.5323,24.5355,0.125564
44190,24.7753,19.4137,24.4774,0.142224
