6997,4.12312,11.3836,38.1351,0.00749167
6997,3.48149,10.7225,58.3003,0.0015499
6997,3.47814,10.7212,58.3027,0.0377321
6997,7.10919,9.90133,56.7841,0.0607662
6997,8.84737,17.991,48.2852,0.0015499
6997,8.84541,17.9951,48.2879,0.0423257
6997,24.4856,4.08857,53.0393,0.00453451
6997,13.3944,-3.98918,110.934,0.418992
6997,13.3935,-3.98844,110.923,0.00182844
6997,13.3726,-3.9818,110.815,0.0383184
6997,13.3703,-3.97711,110.662,0.0700563
6997,13.4486,-4.25097,109.553,0.596508
6997,13.5002,-4.94891,108.466,0.422091
6997,13.3984,-5.24112,108.264,0.123608
6997,13.4624,-5.06429,108.857,0.810027
6997,13.8121,-5.2804,108.424,0.490201
6997,13.809,-5.30655,108.387,0.146886
6997,4.70596,47.8607,61.6716,0.0189254
8491,-7.2028,-1.59794,50.5365,0.441305
8491,-7.28933,-1.59758,50.3544,0.0669866
8491,-7.39093,-1.59492,50.1985,0.0656682
8491,-7.61528,-1.55791,50.011,0.0966319
8491,-7.49318,-1.38107,50.0411,0.0802561
8491,-7.34707,-1.22965,50.042,0.0708796
8491,-7.17441,-1.13002,50.0064,0.0741553
8491,-7.02329,-1.14524,49.8909,0.0680177
8491,-6.92724,-1.13582,49.7372,0.0756578
8491,-6.91947,-1.12378,49.7,0.0116677
8491,-3.96599,-0.363995,56.9881,0.119766
8491,-3.95691,-0.45486,56.653,0.117747
8491,-3.95155,-0.392717,56.3628,0.110063
8491,-3.9838,-0.463201,56.2,0.121374
8491,-6.59352,-1.07579,48.9687,0.0169223
8491,-6.57234,-1.06902,48.9415,0.0094949
8491,-6.55078,-1.05285,48.9121,0.0124351
8491,-6.52444,-1.01793,48.8847,0.0250384
8491,-6.47709,-0.990908,48.8601,0.0185874
8491,-6.40747,-0.991727,48.8122,0.0442288
8491,-6.31708,-1.02028,48.7896,0.0375869
8491,-6.2328,-0.95573,48.7513,0.0444104
8491,-6.17862,-0.871345,48.679,0.0576301
8491,-6.08812,-0.810502,48.6355,0.263806
8491,-2.9834,0.464471,61.6,0.0225051
8491,8.47496,7.73534,108.865,1.30527
8491,7.91091,7.10886,106.102,1.01342
8491,7.73875,6.96672,105.2,0.375232
9300,-16.4414,22.5243,39.6195,0.0200122
9300,-16.4657,22.5786,39.5133,0.0255907
9300,-16.5513,22.6489,39.4883,0.0181502
9300,-16.609,22.7452,39.4492,0.0213153
9300,-16.5757,22.8761,39.4101,0.0248478
9300,-16.5257,22.9479,39.5557,0.0323275
9300,-16.4762,22.9622,39.6569,0.0192131
9300,-16.45,22.9721,39.7,0.0119607
9300,-12.4581,26.656,46.0103,0.00998292
9300,-12.46,26.6524,46.0209,0.00361806
9300,-12.4585,26.6458,46.0307,0.00285232
9300,-12.464,26.6406,46.0473,0.00752558
9300,-12.4694,26.6231,46.0708,0.0197415
9300,-12.4759,26.6136,46.1078,0.0203253
9300,-12.4728,26.5791,46.1495,0.0283616
